DATES,SENDER,ARTICLE CONTENT,SENTIMENT
[\nMay 28\n],Arthur Asiimwe,"[Good bye to Besigye, Muntu, Bobi Wine et al...henceforth &amp; going forward, news headlines to be dominated by Rwanda till atleast 2021! #MastersOfPoliticalDiversionpic.twitter.com/iHLsAwFM5W]",0.875
[\nMay 25\n],Shaban khamiisi 🇺🇬,"[Shaban khamiisi\xa0\U0001f1fa\U0001f1ec Retweeted lukyamuzi Micheal \xa0\U0001f1fa\U0001f1ec, Same question your grand kids will ask when they find out you voted bobi wine into power https://twitter.com/mycorovin/status/1132534451584548864\xa0\u2026, Shaban khamiisi\xa0\U0001f1fa\U0001f1ec added,]",0.25
[\nMay 25\n],harumutasa/aljazeera,"[We met Uganda\u2019s  Bobi Wine in #Gweru #Zimbabwe today, he walked past us in the restaurant, we stopped him and said hello, he stopped and had a nice chat with uspic.twitter.com/aJWaNXwTeo]",0.175
[\nMay 25\n],ZimEye,"[Bobi Wine smashes down: ""Zimbabwe wake mama-land!"" song  @HEBobiwine @mdczimbabwe @nelsonchamisapic.twitter.com/n3s1yCLt1h]",-0.19444444444444448
[\nMay 25\n],Povo News,"[Ugandan opposition MP Bobi Wine (Robert Kyagulanyi Ssentamu) is in Zimbabwe for the MDC National Congress in Gweru, here he is seen in a meeting with Chief Nhlanhla Ndiweni, Nelson Chamisa and other MDC leaders\n\n#Zimbabwe #BoBiWine #Chamisa #ChiefNdiweni #Uganda #MDCCongress2019pic.twitter.com/q7VDG2ByUO]",-0.125
[\nMay 24\n],Daily Monitor,"[QUOTE: \u201cI want us to remember that they are also humans like us, with families to look after and we should consider their plight as a matter of priority,\u201d Bobi Wine to MPs on police, army welfare #MonitorUpdatespic.twitter.com/gTcCVZzHZy]",0.0
[\nMay 24\n],Dr Nkululeko Sibanda,[MDC @mdczimbabwe Congress settings earlier today. The President will have various high powered international delegates from various African countries. Hon Bobi Wine @HEBobiwine leader of the People Power Movement @People_Power_Ug is the President's Guest of Honour #Ideaspic.twitter.com/lY2YIE6Riq],0.02666666666666667
[\nMay 23\n],#CanaryReports,"[High Court today blocked UCC's attempt to suspend 39 top journalists from 13 media houses, over the coverage of the arrest of Bobi Wine saying this had incited violence. The judge also wondered why a case of possible incitement of violence was reported to UCC instead of police.]",0.1525
[\nMay 23\n],#CanaryReports,[Army &amp; Police have said they are not interested in Bobi Wine\u2019s help for a proposal for better remuneration of their officers. Bobi Wine said he is to table a motion seeking for improvement of the welfare of the army &amp; police. UPDF says Bobi to focus on Kyadondo &amp; spare the army.],0.1875
[\nMay 21\n],sotrixbax 🇺🇬 🇺🇬,"[After Bobi wine winning the 2021 Presidential elections,  what is next??]",0.25
[\nMay 18\n],Angela Quintal,[#Uganda media in court after Bobi Wine coverage https://www.today.ng/news/africa/uganda-media-court-bobi-wine-coverage-220677\xa0\u2026 via @todayng],0.0
[\nMay 16\n],Al Jazeera English,[A look back at Al Jazeera's exclusive interview with Ugandan pop star-turned-opposition MP Bobi Wine about his detention and alleged torture. [via @TalktoAlJazeera]http://aje.io/autxw\xa0],-0.05
[\nMay 16\n],Al Jazeera English,[Media groups in Uganda challenge decision by country's communications regulator to suspend 39 journalists over Bobi Wine coverage https://aje.io/ufg62\xa0pic.twitter.com/G8JNNpe2fo],0.0
[\nMay 16\n],Next Door Muslim,[Yet it's Bobi Wine who has foreign backers and sponsorships! Are these stooges?? \nIftaar tastes different when you have Bobi on the brain. Ma Shaa Allah pic.twitter.com/mhXGuricT9],-0.078125
[\nMay 14\n],skin just like pearls  ✨,[Bobi Wine: I was tortured in detention\nMen: What has this country come to? This is unacceptable!\nWomxn: I was sexually harassed.\nMen: pic.twitter.com/akT1Ism3WG],0.5
[\nMay 14\n],Sir Arthur,[Bobi Wine waiting for Museveni to leave office. pic.twitter.com/yR3VBcyIQg],0.0
[\nMay 13\n],skin just like pearls  ✨,"[Where is the statement from @ug_lawsociety? What about @JLOSUganda? Apart from feminists, many of whom aren\u2019t even lawyers, I don\u2019t see any outrage. Y\u2019all are quick to shout for Bobi Wine but don\u2019t think harassment at a workplace for over 10 years is worth calling out? #MeToo]",0.37777777777777777
[\nMay 11\n],Sir Dan Magic,"[Breaking. The High Court judge who decided the police did not do any wrong to block Bobi Wine's concerts, Lady Justice Henrietta Wolayo, is due for promotion to the Court of Appeal by President Yoweri Kaguta Museveni.  She has been shortlisted for promotion! pic.twitter.com/5TeO6DRg9O]",-0.16541666666666666
[\nMay 10\n],Soldier ↪,[bobi wine going around and making Ties with  everyone makes me feel that one day we going to wake up and he is in a meeting with Museveni],0.0
[\nMay 8\n],Committee to Protect Journalists,"[Last week, Uganda's media regulator announced suspensions against journalists at 13 TV and radio stations in response to their coverage of opposition politician Bobi Wine. #Uganda must respect journalists' right to report freely. #PressFreedompic.twitter.com/Z6pkHHbolA]",0.22857142857142856
[\nMay 8\n],The EastAfrican,"[Uganda's Kizza Besigye, Bobi Wine join forces against President Museveni.\nhttps://bit.ly/2YbmccY\xa0pic.twitter.com/md3mELvxrD]",0.0
[\nMay 7\n],Patriot Anisha  🇺🇬,"[Patriot Anisha \xa0\U0001f1fa\U0001f1ec Retweeted Sir Arthur, WELL PUT Sir Arthur, The budget is bigger and you will see alot change aroound Bobi Wine. The people you said are so ghetto are being pushed for the back seat, see where Nubian Li who used to sit next to him is. https://twitter.com/digitaldidan/status/1125686272561963010\xa0\u2026, Patriot Anisha \xa0\U0001f1fa\U0001f1ec added,]",0.0
[\nMay 7\n],King Of East Africa  🇰🇪 🇺🇬 🇹🇿 🇷🇼,"[In 1982, Con. Dr. Kizza Besigye left a well paying job in Nairobi and joined Gen. Museveni in their struggle.\n\nIn 2019, Joel Ssenyonyi has left a well paying job in line with his profession to join Bobi Wine in what is known as the People Power struggle. \nIs history coming back?]",0.0
[\nMay 7\n],#CanaryReports,"[Bobi Wine has just announced former NTV anchor Joel Ssenyonyi as his spokesperson. Joel quit anchoring about a week ago. Both of them, and others participated in a protest against social media tax last year. Bobi Wine, now Joel\u2019s boss, was charged last week for illegal assembly.]",-0.09333333333333334
[\nMay 7\n],NTV UGANDA,"[JUST IN: @JoelSsenyonyi, the former #NTVNews anchor is now @HEBobiwine's Spokesperson #NTVNews\nBobi Wine unveiled his spokesperson during a press briefing in Kamwokya today. Details to Follow ...\n\n@kyamageroandrewpic.twitter.com/1GOs5CGXz3]",0.0
[\nMay 6\n],In Memory of Ken.,"[Ati Boniface Mwangi wants to call himself a revolutionary. Revolutionaries don't make a lot of noise online &amp; plan cosmetic arrests. They don't insult carelessly. Look at Bobi Wine &amp; Malema, they don't wear T-shirts written all types of insults directed to their adversaries.]",-0.15
[\nMay 4\n],sotrixbax 🇺🇬 🇺🇬,[Can't wait for Bobi wine to become the president of Ugandan so that i can become the Vice Chancellor of Makerere university and fire Mwanje Senono Aloysius who teaches Data base at the college of Computing.],-0.8
[\nMay 4\n],sotrixbax 🇺🇬 🇺🇬,"[Guys i am tweeting from 2022 but Museveni is still the President of Uganda,  Bobi wine is detained at Nagalama police station,  Arsenal didn't qualify for Champions league and Young is still the captain of Manchester united.]",0.1
[\nMay 4\n],Norbert Mao,"[WIN TOGETHER. LEAD TOGETHER. UNITY IS THE ONLY OPTION:\nApril 5, 2019: Bobi Wine, Muntu, Mao call for united opposition.\nMay 4, 2019: Besigye, Bobi Wine, Lukwago discuss joint candidate ahead of 2021 polls. pic.twitter.com/xD4z8iLZb1]",0.4
[\nMay 4\n],Rwakakamba Morrison,"[The @HEBobiwine study/poll is out! Beyond shadowy objectives by RWI, real objectives are;\n1. To give Bobi Wine emperical evidence of support as basis to raise money from donors for 2021 elections.\n2. To stamped @kizzabesigye1&amp; present Bobi as front runner/joint opsn-candidate.pic.twitter.com/BOgLkczAx1]",0.1
[\nMay 3\n],Jackie Oloya  🇺🇬  🇩🇪 🎗,"[Bosmic Otim Gulu based musician survives an assassination, his Car was shot with battles but he managed to ran off the car but injured. Bosmic Otim is a good friend of Hon Robert Kyagulanyi commonly known as Bobi Wine. pic.twitter.com/huziEYxnW9]",0.19999999999999998
[\nMay 3\n],LoneChild 👼🏽 🇺🇬,[Bebe cool is musically better than bobi wine. I repeat \u201cMUSICALLY\u201d better by far. However bobi wine is a better man bwino ],0.39
[\nMay 3\n],Simon Allison,[Uganda celebrates World Press Freedom Day by suspending 13 broadcasters who dared to cover the arrest of opposition politician Bobi Wine. https://cpj.org/2019/05/ugandan-regulator-suspends-staff-from-13-outlets-t.php\xa0\u2026],-0.05
[\nMay 3\n],Shaban khamiisi 🇺🇬,[I don't know who needs to hear this but supporting Bobi wine doesn't make you an elite citizen .],0.25
[\nMay 2\n],Daily Nation,"[""I would like to emphasize that it is not me being tried in court, the court itself will not be a problem to me, I will continue to speak the truth."" Bobi Wine pic.twitter.com/CDFJD1UGu5]",0.0
[\nMay 2\n],Jeffrey Smith,"[A further crackdown is underway in #Uganda, following the granting of bail and release of Bobi Wine. The government has ordered the suspension of producers, the head of news and programs of 13 broadcasting stations https://www.dw.com/en/ugandan-government-clamps-down-on-journalists-for-reporting-on-bobi-wine-case/a-48577870\xa0\u2026 #FreeUganda]",0.0
[\nMay 2\n],CNN Breaking News,[Ugandan politician Bobi Wine is granted bail after spending several nights in a maximum security prison on charges stemming from a social media tax protest https://cnn.it/2J9x5I1\xa0pic.twitter.com/QPtrtWdwuE],0.016666666666666666
[\nMay 2\n],Ceaser sma  🇺🇬,[But what's wrong with Uganda? Bobi Wine was charged protesting against social media tax and then The government it's self doesn't pay OTT the very people that came up with an idea. Ohhh God our government is upside down Turn it with Bobiwine. Say Amen if u love our country  pic.twitter.com/r3jWAT9hea],0.015555555555555545
[\nMay 2\n],Al Jazeera English,[Uganda's pop star opposition MP Bobi Wine freed on bail https://aje.io/cd59q\xa0pic.twitter.com/bMeopshyKg],0.0
[\nMay 1\n], 🇺🇬the Noise Maker™ 🇺🇬,[Someone to direct a movie EXODUS\nThis time its Bobi Wine leading us to the promised land and we are crossing Lake Nalubaale],0.1
[\nMay 1\n],BOBI WINE,"[UPDATE: Although most people were denied access to Bobi Wine yesterday, a few people managed to see him after waiting for hours for approvals from 'above'. He remains as solid as ever. He asked us to thank the nation for standing with him. ADMIN.]",0.075
[\nMay 1\n],Vanguard Africa,"[Bobi Wine (@HEBobiwine) is ""a transformational, ethical leader who brings a new type of vision to a country that desperately needs it and is yearning for it as well."" Our director @Smith_JeffreyT in @dwnews today https://www.dw.com/en/uganda-bobi-wine-threatens-musevenis-three-decades-rule/a-48551669\xa0\u2026 #FreeBobiWine]",-0.08787878787878788
[\nMay 1\n],Mr. Kinuthia  Pius.,[Ugandans were shocked like everyone else in the courtroom as the magistrate who was sentencing  Bobi Wine pleaded with media not to indentify her name and details. It is not known why but it is believed that the Magistrate is afraid of becoming a target of Bobi Wine\u2019s followers],-0.28333333333333327
[\nMay 1\n],Thomas,"[Before Kaweesi was murdered, he said in private that they planned to have Besigye rotate round jails and court for at least 2-3yrs after 2016 election. now that they have Bobi Wine &amp; Stella Nyanzi too, this is still regime game plan till 2021. Opposition needs a strategy on this]",-0.225
[\nMay 1\n],Grace Natabaalo,[Hahaha. I will one day go back to school just to do a PhD on Bobi Wine and how he got this gov to piss itself. pic.twitter.com/eQJZqeXgx9],0.1
[\nMay 1\n],Michael Aboneka,[UCC has no mandate to suspend staff of media houses! \nSecondly; how balanced can a live event be? An arrest is an arrest! We need to take this UCC head on @nbstv\nUCC Orders Suspension of NBS TV Senior Staff Over Content on Bobi Wine Arrest https://www.softpower.ug/ucc-orders-suspension-of-nbs-tv-senior-staff-over-content-on-bobi-wine-arrest/\xa0\u2026],-0.006534090909090913
[\nApr 30\n],Jeffrey Smith,"[It's not a crime for Bobi Wine to hold a concert, to organize protests or criticize #Uganda's leaders. These are rights enshrined in the country's constitution, international law and the African Charter, which the government ratified in 1986. https://www.aljazeera.com/news/2019/04/uganda-police-clash-pop-star-bobi-wine-supporters-190430161631913.html\xa0\u2026 #FreeBobiWine]",0.0
[\nApr 30\n],Al Jazeera English,[Ugandan police fire tear gas and rubber bullets at demonstrators protesting the arrest of Bobi Wine https://aje.io/zupmx\xa0pic.twitter.com/iib7W97ztY],-0.05
[\nApr 30\n],B.O.B,"[13bn crew members are now quiet about the Bobi wine saga.\nKindly support your jaja with it,\nLets keep the fire burning\n\n#FreeBobiWinepic.twitter.com/cDYzTUeusP]",0.0
[\nApr 30\n],Alfons López Tena #FBPE,[Opposition politician Bobi Wine faces treason charges for protesting President Museveni\u2019s more than 30 year rule of Uganda\npic.twitter.com/WaBxbTCe4r],0.5
[\nApr 30\n],Soldier ↪,[I don't think Bobi Wine needs visitors \neven those protesting could have Gone to visit him\nthey realise its fruitless \nJoin us in the streets \n#FreeBobiWine],0.0
[\nApr 30\n],sotrixbax 🇺🇬 🇺🇬,"[Museveni has 1 million followers on Twitter but he struggles to get 1k likes on his tweets,  Bobi wine has 288k followers on Twitter but all his tweets make it to 1k plus likes. \n\nThe number of followers you have doesn't matter,  it's the content in what you tweet that matters.]",0.0
[\nApr 30\n],JOSE CHAMELEONE,"[Today morning I woke up and went to Luzira Maximum prison to Visit my comrade, Bobi Wine, I was informed that I had to get clearance from the Commissioner General.\n\nI tried to negotiate but it was all in Vain!... https://www.facebook.com/1370305192/posts/10214274086110634/\xa0\u2026]",0.0
[\nApr 30\n],Soldier ↪,[There is something I'm failing to understand \nwhere is this group of mao and Abed that joined Bobi Wine\nalso where are the opposition leaders always when we protesting],0.0
[\nApr 30\n],The Observer,"[""If I'm to go through this oppression and pain, your honour, for the betterment of my country, so be it."" #BobiWine to Grade One magistrate Esther Nahirya. Bobi Wine was y/day arraigned in court for staging an anti #SocialMediaTax demo in 2018 #Uganda  @bamulanzekipic.twitter.com/KNMhhCXQWn]",0.0
[\nApr 30\n],A Pass Bagonza  🐐,"[My views about the social media tax &amp; the protest against it have never changed one eye order, I stand with Bobi wine &amp; many other Ugandans on this &amp; I personally don't think he is in prison because of that particular protest, am waiting to be picked up. #SoExcited #FreeBobiWinepic.twitter.com/9Z75vVPn0a]",0.11499999999999999
[\nApr 29\n],Immunised Muzukulu  😎 🇺🇬,[Bobi Wine : Your honour thank you for this opportunity. I\u2019m confident because indeed it\u2019s not me on trial; it\u2019s the court itself on trial.\n\nThe Judge : pic.twitter.com/GjdQpSQANp],0.5
[\nApr 29\n],Victor Mochere,[This song is lit . Thank you Bobi Wine. Freedom is coming to Uganda.\n\n#FreeBobiWinepic.twitter.com/AdJtXXykqC],0.0
[\nApr 29\n],MALCOLM X's STUDENT.,"[#BobiWine spent last night in Luzira, if he broke the law that's ok!\n\nWhat is not, is the fact that the same police, &amp; govt, that arrested Bobi Wine summoned minister NANTABA to record a stat't in a capital offence, she showed them the middle finger &amp; Life moved on!\n#FREEBOBIWINE]",-0.025
[\nApr 29\n],Cyprian Nyakundi Escobar,"[Ugandans we are sorry Bobi Wine got arrested again, it's high time you learn how to deal with your own mess. Mandela, Sankara, and Raila didn't take selfies or wear red caps to bring freedom.\n\nYou should rethink, we shall not participate on #FreeBobiWine anymore. We are feed up! pic.twitter.com/at963rp2Jj]",0.017000000000000005
[\nApr 29\n],Oscar Ntege,[Bobi wine may not have the best songs but he has the RIGHT songs.],0.6428571428571428
[\nApr 29\n],Sir Arthur,"[It\u2019s too early to be playing sympathy games. Folks in Kikuubo have to close their shops every time Bobi Wine plays cat&amp; mouse with Police. \n\nThere\u2019s time for campaigning he should wait for. Sadly, at the end of the month he\u2019ll earn his Shs20m plus as traders don\u2019t earn anything.]",-0.2
[\nApr 29\n],CNN Africa,"[Ugandan opposition politician, Bobi Wine has been remanded until May 2 https://cnn.it/2UPuNzU\xa0pic.twitter.com/DCoqI5AwNl]",0.0
[\nApr 29\n],Jeffrey Smith,"[In dictatorships like #Uganda, dissidents, activists and opposition leaders are often tortured behind bars. Many go ""missing"" and suffer ""accidents."" With Bobi Wine (@HEBobiwine) in remand until May 2, the need to raise our collective voices is vital. Shine a light. #FreeBobiWine]",0.08
[\nApr 29\n],Human Rts Commission,"[Bobi Wine is back in jail, this time for leading an unauthorized protest. We encourage the government of #Uganda to respect his right to freedom of expression and release him immediately. #freebobiwine\nhttps://www.washingtonpost.com/world/africa/uganda-opposition-pop-star-bobi-wine-jailed-over-protest/2019/04/29/37300d92-6a8f-11e9-bbe7-1c798fb80536_story.html?utm_term=.cdc3cb884bfd\xa0\u2026]",0.0619047619047619
[\nApr 29\n],Ernest F. Bazanye,"[If you want to talk to Bobi Wine's publicity staff, they are called Uganda Police.]",0.0
[\nApr 29\n],Charles Onyango-Obbo,"[Uganda opposition MP and pop star Bobi Wine jailed over 2018 social media tax protest. I guess that makes him the world\u2019s first \u201cOTT Tax Prisoner\u201d. If @HEBobiwine survives, he\u2019ll have a hell of a story to tell his grandchildren \u2013 without having to add any spices to the tale.pic.twitter.com/Y9D0OBCmuk]",0.14166666666666666
[\nApr 29\n],Alan Kasujja,"[So, gene, the biggest news out of #Uganda today is not how beautiful the country is.. or how lovely the people are.. or how well e-government is coming together... \n\nIt\u2019s the Bobi Wine manenos..]",0.675
[\nApr 29\n],Ritah Kase  ⭐,[Can your president even? \nBobi Wine Being taken to Luzira prison but still interacting with his supporters as they chant songs of freedom and assurance.\n#PeoplePower\n#Uganda will soon regain sanity pic.twitter.com/8woD0KQpGH],0.0
[\nApr 29\n],NationBreakingNews,"[UGANDAN POLICE arrest Bobi Wine two days after lifting his house arrest; no information why he is detained, his lawyer Asuman Basalirwa says. pic.twitter.com/mNEHWG0mU3]",-0.05
[\nApr 29\n],Alan Kasujja,[Either the government of Uganda has decided to deliberately grow Bobi Wine's political profile or they have ZERO clues what to do with him.],0.0
[\nApr 29\n],Alan Kasujja,[Bobi Wine charged with disobedience of statutory duty over mobile money tax protest \n\nhttps://www.monitor.co.ug/News/National/Mobile-money-tax-protest-Bobi-Wine-charged-disobedience-statutor/688334-5092926-nccc5vz/index.html\xa0\u2026],0.0
[\nApr 29\n],Vanguard Africa,"[We condemn in the strongest terms possible the continued and unjust persecution of Robert Kyagulanyi (AKA Bobi Wine, @HEBobiwine). Yoweri Museveni's playbook has been based on the same repressive blueprint for generations. This can no longer stand. Free #Uganda and #FreeBobiWine.]",0.13333333333333333
[\nApr 29\n],Nicholas Bamulanzeki,"[Bobi Wine charged with disobedience of statutory duty when in July 11,2018 held a public meeting (#SocialMediaTax demo)  without notifying police contrary to provisions of the public order management Act @observerugpic.twitter.com/dv4LZAkObC]",0.0
[\nApr 29\n],Thomas,"[NRM, the same way you are charging Bobi Wine with a 2018 case is the same way we shall also charge you for the 1986 offences of illegal possession of a firearm.]",-0.16666666666666666
[\nApr 29\n],NBS Television,[Kyadondo East legislator Robert Kyagulanyi alias Bobi Wine has this morning been arrested at Kalerwe in Kampala as he headed to report to police Directorate of Criminal Investigations at Kibuli.  \n\n#NBSLiveAt1 #NBSUpdatespic.twitter.com/IwINe9Jd4l],-0.4
[\nApr 26\n],Lantos Foundation,"[Bobi Wine has become the voice of a generation, and trying to silence him by cancelling concerts and keeping him isolated will not thwart his dedication to the betterment of Uganda. #BobiWine https://tinyurl.com/y4y5g92c\xa0]",0.0
[\nApr 25\n],B.O.B,[Bobi wine's song Afande which was uploaded today on YouTube has more views than Bebe's Easy and necessary songs views combined  on YouTube.\n],0.3111111111111111
[\nApr 25\n],Alex Muhangi,"[In Uganda, u aren't qualified to be an opposition Presidential candidate until you've mastered the art of escaping from Police when you're under house arrest. Today, Bobi Wine attained his Master's Degree. He's ready.]",0.07500000000000001
[\nApr 25\n],Mr. Wad 💶 💷,[CHECKING VAR\n\nHow Bobi Wine escaped from he's house to Bugiri to attend a burial pic.twitter.com/w4TRvu7kUW],0.0
[\nApr 25\n],King Of East Africa  🇰🇪 🇺🇬 🇹🇿 🇷🇼,[How did Bobi Wine leave his house to Bugiri to attend Burial?\n\n#DisturbingKampalapic.twitter.com/w4KLL43Y2a],0.0
[\nApr 25\n],Daily Monitor,"[In 2010, Bobi Wine was the police ambassador in fighting drug abuse. Nine years later, Bobi Wine and the police, are now living a noisy and messy divorce http://bit.ly/2UTAou8\xa0 #MonitorUpdates]",-0.1
[\nApr 23\n],Soldier ↪,"[Lol NBS has tried to down play Bobi wine's struggle what's their motive \nYesterday they called it a walk to work protest, did he say that\nand now are saying he was supposed to protest today \ndid he say that \n\nThat station with its milf looking men]",0.32222222222222224
[\nApr 23\n],CNN International,"[Police have surrounded the home of Ugandan popstar-turned-politician Bobi Wine, he says https://cnn.it/2ZwF9Zl\xa0]",0.0
[\nApr 23\n],Samson Baranga,[Journalists covering the arrest of Bobi Wine were pepper sprayed on live TV just after resisting the arrest of another reporter. So much impunity portrayed by \u201cprotectors and servers\u201d @nbstv #PressFreedom #FreeBobiWineConcertspic.twitter.com/fQYyEaqcFV],0.05909090909090909
[\nApr 23\n],sotrixbax 🇺🇬 🇺🇬,"[These two Bombardier jets are a sign that Museveni is still here for like 10 more years,  he didn't buy those jets for us to vote him out in 2021 and hand them over to Bobi wine or Besigye.]",0.5
[\nApr 22\n],Urban Bouy 🇺🇬,[The same Jesus who turned water into wine is that same Jesus who will make Bobi wine the president of Uganda.\n@HEBobiwine @IamApass @eddykenzoficial],0.0
[\nApr 22\n],Jeremiah Ainebyona,"[Jeremiah Ainebyona Retweeted Cold Sweat,  I\u2019m sorry what??\n\nIf you had watched the show, you\u2019d know that even Bobi Wine was told to sit like that. See the problem is that you think you\u2019ll use me to get retweets smh. \n\nJust do me a favor and save that 20k and come through for Evoke Night #TheRebirthhttps://twitter.com/Jodaxjoseph/status/1120372278385094659\xa0\u2026, Jeremiah Ainebyona added,]",-0.55
[\nApr 22\n],Mr. Ésteban,"[Mr. \xc9steban Retweeted Aine Derrick, The Police refusing Bobi Wine's concerts. https://twitter.com/hotniqqha/status/1120357649697128448\xa0\u2026, Mr. \xc9steban added,]",0.0
[\nApr 22\n],Cold Sweat,[Bobi Wine is my next president 2021\nRt if you believe],0.0
[\nApr 22\n],Kwale Gunner  🇰🇪,"[Museveni is real badass. Bobi Wine is never going to sneeze uh? Nothing lasts forever old man, ask your fellow dictator Robert Mugabe.\n#FreeBobiWine]",0.15000000000000002
[\nApr 22\n],Bash,"[Galaxy FM journalist Nalule Aminah had to cover Bobi Wine\u2019s arrest live on social media, and nothing was to stop her. The digital era is a revolution of its own. \n\nPhoto by Badru Katumba. pic.twitter.com/xCHz82oDxb]",0.14393939393939395
[\nApr 22\n],Luchivya ®️,[It's now or 2021....its only a blind reigning leader in Africa who will do what M7 has done to Bobi Wine. #FreeBobiWinepic.twitter.com/gcGvI0od2r],-0.25
[\nApr 22\n],NTV Kenya,"[Ugandan police arrest MP Bobi Wine after shutting down one of his concerts and firing tear gas at his fans, his wife Barbie Kyagulanyi says.\n\nVideo | Courtesy pic.twitter.com/I0FnnwaVOv]",-0.1027777777777778
[\nApr 22\n],Kitimbo Thomas  🇺🇬,"[Hon. Kyagulanyi alias Bobi wine has declared a peaceful demonstration. After being dropped at home by Uganda police, he addressed the media saying he will use public transport. #NBSUpdates @nbstvpic.twitter.com/mul4lDop7w]",0.125
[\nApr 22\n],Máiná Njóki. 🕊,"[Uganda's Bobi Wine is there giving Museveni sleepless nights &amp; seriously representing the Youths' Uprising while here one we once had hopes with, Babu Owino will follow and defend his master Raila Odinga to his grave yet he is among the lot that has been oppressing us for years.]",-0.3333333333333333
[\nApr 22\n],Atanas  🌍,[Goons in Ugandan police uniform have Arrested Bobi Wine. Ugandans need to know their country is ripe for a REVOLUTION. Go the Algeria or Sudan way and remove that dictator Museveni who\u2019s ruled you for almost half a Century now #EnoughIsEnough #FreeBobiWinepic.twitter.com/adjEMsHMD4],-0.16666666666666666
[\nApr 22\n],BOBI WINE,[VIDEO: @PoliceUg breaking into Bobi Wine's car and arresting him\n\n @NinyeTabzpic.twitter.com/mMOoTGQmC8],0.0
[\nApr 22\n],Kitimbo Thomas  🇺🇬,[Earlier @PoliceUg breaking through Bobi wine's car while in Busabala. #NBSUpdatespic.twitter.com/7SZdNQ0JPW],0.0
[\nApr 22\n],Joel Ssenyonyi,"[I'm looking at the heavy Police &amp; Army deployment at One Love Beach Busabala and wondering why they didn't deploy this as security for the concert, considering Police said they cancelled the show because Bobi Wine had not provided adequate security for show attenders!]",0.23888888888888885
[\nApr 22\n],Soldier ↪,[UCC has called all TVs broadcasting showing Bobi Wine events live and threatened them],0.13636363636363635
[\nApr 22\n],Daily Monitor,"[Kyadondo East MP Robert Kyagulanyi alias Bobi Wine left his home this morning and is heading to One Love Beach- Busabala where he will address the media about his blocked shows in Kampala, Lira, Gulu, and Arua by Police http://bit.ly/2ve4Xev\xa0 #MonitorUpdates by Derrick Wanderapic.twitter.com/4BX0wILLHD]",0.25
[\nApr 22\n],Janet Kyomya,"[So @PoliceUg said they were unable to provide adequate security for bobi wine's concert,but the level of deployment at one love beach right now,EH!]",0.17261904761904762
[\nApr 22\n],NBS Television,"[VIDEO: Bobi Wine: I am going to One Love Beach Busabala and I will communicate to the world from there. I know of the developments, I know police has been deployed there to block the show.  \n\n#NBSUpdatespic.twitter.com/WdufWktOJk]",0.5
[\nApr 22\n],Capital FM Uganda,[BOBI WINE: Police and military police have been heavily deployed at One Love beach to block Kyarenga extra concert.\n\n#CapitalNewsDeskpic.twitter.com/r6HxyKZGGb],0.04999999999999999
[\nApr 21\n],Damalie_Kirabo,[I wonder why artistes are silent when Bobi wine\u2019s freedom is being violated. These emerging political aspirants should speak out especially. I mean Chameleon and group],-0.20833333333333334
[\nApr 18\n],Chebet 🇺🇬 ❇,"[""If voted in 2021, People power government will Create 2M Jobs in the First 200 days for our Ugandan youths."" \u2013 Bobi Wine\n\nI hope this is not some kind of joke pic.twitter.com/M2dmgXj3sc]",0.425
[\nApr 11\n],BWANA Josh,[What if Nira is sponsoring Bobi Wine to Persuade people to go and register for National IDs? \nBut anyway what do I know ],0.0
[\nApr 11\n],DW News,[Ugandan musician-turned-politician Bobi Wine @HEBobiwine said he will run for president in the next elections.pic.twitter.com/JfHMV8kPfs],0.0
[\nApr 11\n],Citizen TV Kenya,[Bobi Wine puts Museveni on notice after President Bashir\u2019s ouster \n https://citizentv.co.ke/news/bobi-wine-puts-museveni-on-notice-after-president-bashirs-ouster-240292/\xa0\u2026],0.0
[\nApr 11\n],Wyclif 🇺🇬,"[Guys do u think it will be Besigye, Bobi wine or the UPDF to do it for us? pic.twitter.com/gjhjmJvBX1]",0.0
[\nApr 10\n],DW Deutsche Welle,"[#Uganda: Musician Bobi Wine ready to challenge President Museveni in 2021 \n\n""Yes, I and my team are considering challenging #Museveni in the next presidential election,"" @HEBobiwine told DW in Berlin.https://www.dw.com/en/ugandas-bobi-wine-confirms-intention-to-run-for-president/a-48273108\xa0\u2026]",0.2333333333333333
[\nApr 10\n],Norbert Mao,"[UNITY IS THE ANSWER! When slaves unite, the waters of the Red Sea will be parted to aid their onward march to Canaan. https://p.dw.com/p/3GY2W?maca=en-Twitter-sharing\xa0\u2026  Uganda's Bobi Wine confirms intention to run for president]",0.0
[\nApr 8\n],Nighat Dad,"[When our leaders only care about next elections instead of new generation, when instead of freedom of expression we only have tools of oppression. Bobi Wine, young politician from Uganda. @IFEX #IFEX2019pic.twitter.com/g5pUIUUrWH]",0.04727272727272727
[\nApr 4\n],Sir Arthur,"[Wabula FDC has problems,we have democracy in Uganda but because Besigye failed to win presidency he wants to make us believe it doesn\u2019t exist.\n\nI must give it up for Bobi Wine this time.  Although Museveni will tell you that he\u2019s the one who brought it &amp; he wins the debate. pic.twitter.com/C7fHsy05PU]",0.2
[\nApr 4\n],Alex Muhangi,"[I bet Bobi Wine is envious of this John Blaq guy. That guy could sing an entire album inciting the public to overthrow the govt, and govt will have no clue what he's saying. Only problem is - even the public won't get the message..]",0.0
